ID	HLT_pres	HLT_abs	NORA_pres	NORA_abs	effect_size	pvalue
gene_id_35397	0	16	1	17	-0.484848484848	1.0
gene_id_12639	3	13	4	14	-0.0529100529101	1.0
gene_id_37918	4	12	7	11	-0.158102766798	0.476751946607
gene_id_12185	3	13	6	12	-0.186666666667	0.447871372232
gene_id_31105	3	13	2	16	0.151724137931	0.648093841642
gene_id_13856	2	14	4	14	-0.166666666667	0.660228536758
gene_id_13585	9	7	17	1	-0.528846153846	0.0144605116796
gene_id_13586	13	3	17	1	-0.316666666667	0.322580645161
gene_id_70925	3	13	2	16	0.151724137931	0.648093841642
gene_id_13852	15	1	18	0	-0.545454545455	0.470588235294
gene_id_13853	12	4	9	9	0.263736263736	0.171727039706
gene_id_85714	1	15	5	13	-0.369047619048	0.18014966124
gene_id_42783	12	4	16	2	-0.238095238095	0.387197896653
gene_id_7423	2	14	1	17	0.215053763441	0.590909090909
gene_id_7422	2	14	1	17	0.215053763441	0.590909090909
gene_id_85718	5	11	10	8	-0.245614035088	0.18539117538
gene_id_81232	1	15	6	12	-0.412698412698	0.0900495500051
gene_id_13588	3	13	2	16	0.151724137931	0.648093841642
gene_id_93270	10	6	7	11	0.235294117647	0.302829060852
gene_id_24636	8	8	9	9	0.0	1.0
gene_id_23168	10	6	13	5	-0.110671936759	0.716573971079
gene_id_1649	6	10	1	17	0.486772486772	0.0348366872282
gene_id_35171	16	0	17	1	0.484848484848	1.0
gene_id_11984	8	8	10	8	-0.0555555555556	1.0
gene_id_22918	12	4	13	5	0.0355555555556	1.0
gene_id_11982	8	8	16	2	-0.466666666667	0.022914349277
gene_id_632	8	8	12	6	-0.171428571429	0.486714707163
gene_id_89328	2	14	5	13	-0.232804232804	0.405399939327
gene_id_11981	7	9	14	4	-0.358974358974	0.0763714916735
gene_id_1641	11	5	15	3	-0.201923076923	0.428995179829
gene_id_1640	15	1	18	0	-0.545454545455	0.470588235294
gene_id_1135	2	14	0	18	0.5625	0.213903743316
gene_id_1134	14	2	8	10	0.469696969697	0.0129193467782
gene_id_50956	9	7	14	4	-0.245059288538	0.274304783092
gene_id_1644	8	8	8	10	0.0555555555556	1.0
gene_id_50954	16	0	18	0	NA	1.0
gene_id_37893	8	8	9	9	0.0	1.0
gene_id_35104	7	9	8	10	-0.00701754385965	1.0
gene_id_14672	6	10	7	11	-0.014652014652	1.0
gene_id_14671	5	11	10	8	-0.245614035088	0.18539117538
gene_id_41470	10	6	14	4	-0.183333333333	0.456931944585
gene_id_38663	6	10	6	12	0.0454545454545	1.0
gene_id_41475	15	1	18	0	-0.545454545455	0.470588235294
gene_id_30455	1	15	3	15	-0.25	0.604105571848
gene_id_28579	4	12	1	17	0.386206896552	0.1642228739
gene_id_24136	0	16	1	17	-0.484848484848	1.0
gene_id_12451	14	2	16	2	-0.0333333333333	1.0
gene_id_86339	5	11	7	11	-0.0833333333333	0.728896841902
gene_id_72022	0	16	1	17	-0.484848484848	1.0
gene_id_26524	9	7	8	10	0.117647058824	0.731857331097
gene_id_72020	10	6	14	4	-0.183333333333	0.456931944585
gene_id_12984	8	8	13	5	-0.234432234432	0.290554722639
gene_id_12459	8	8	15	3	-0.379446640316	0.0662958843159
gene_id_12458	6	10	14	4	-0.414285714286	0.0348761103319
gene_id_7895	3	13	6	12	-0.186666666667	0.447871372232
gene_id_72029	4	12	3	15	0.126984126984	0.681464253211
gene_id_38258	9	7	9	9	0.0625	0.744475809633
gene_id_7393	8	8	9	9	0.0	1.0
gene_id_86628	4	12	11	7	-0.364912280702	0.0454385710371
gene_id_25503	2	14	4	14	-0.166666666667	0.660228536758
gene_id_7397	10	6	10	8	0.0714285714286	0.738453353968
gene_id_7396	12	4	12	6	0.1	0.714591970877
gene_id_50671	0	16	2	16	-0.5	0.486631016043
gene_id_73268	7	9	9	9	-0.0625	0.744475809633
gene_id_50385	11	5	6	12	0.352941176471	0.0844146687268
gene_id_83229	1	15	8	10	-0.488888888889	0.0189098998888
gene_id_59356	4	12	15	3	-0.589473684211	0.00142831809902
gene_id_85930	3	13	3	15	0.0357142857143	1.0
gene_id_14008	7	9	4	14	0.245059288538	0.274304783092
gene_id_81942	0	16	2	16	-0.5	0.486631016043
gene_id_45134	1	15	11	7	-0.598484848485	0.00110912285793
gene_id_14587	8	8	6	12	0.171428571429	0.486714707163
gene_id_14586	4	12	6	12	-0.1	0.714591970877
gene_id_1357	13	3	14	4	0.0529100529101	1.0
gene_id_9368	9	7	13	5	-0.174242424242	0.475397784978
gene_id_9727	5	11	13	5	-0.409722222222	0.0374030148068
gene_id_68461	12	4	12	6	0.1	0.714591970877
gene_id_89816	6	10	14	4	-0.414285714286	0.0348761103319
gene_id_9728	3	13	11	7	-0.435714285714	0.0172720091567
gene_id_30439	2	14	1	17	0.215053763441	0.590909090909
gene_id_53269	4	12	5	13	-0.0355555555556	1.0
gene_id_81459	4	12	4	14	0.0384615384615	1.0
gene_id_39390	4	12	9	9	-0.263736263736	0.171727039706
gene_id_39641	4	12	7	11	-0.158102766798	0.476751946607
gene_id_39640	1	15	2	16	-0.150537634409	1.0
gene_id_23264	6	10	6	12	0.0454545454545	1.0
gene_id_39646	5	11	5	13	0.0416666666667	1.0
gene_id_24047	11	5	12	6	0.0237154150198	1.0
gene_id_39770	2	14	7	11	-0.337777777778	0.125088482152
gene_id_2875	2	14	2	16	0.0333333333333	1.0
gene_id_72248	13	3	13	5	0.125	0.693261873462
gene_id_61968	6	10	12	6	-0.291666666667	0.167926053951
gene_id_21031	13	3	17	1	-0.316666666667	0.322580645161
gene_id_4272	4	12	4	14	0.0384615384615	1.0
gene_id_66005	7	9	12	6	-0.231578947368	0.299817833019
gene_id_47189	13	3	18	0	-0.58064516129	0.0935828877005
gene_id_35313	1	15	2	16	-0.150537634409	1.0
gene_id_13501	4	12	3	15	0.126984126984	0.681464253211
gene_id_89007	2	14	0	18	0.5625	0.213903743316
gene_id_59130	9	7	15	3	-0.325	0.134149054505
gene_id_31009	4	12	10	8	-0.314285714286	0.0920894391514
gene_id_2806	16	0	18	0	NA	1.0
gene_id_23265	13	3	13	5	0.125	0.693261873462
gene_id_16478	3	13	1	17	0.316666666667	0.322580645161
gene_id_2807	14	2	15	3	0.0827586206897	1.0
gene_id_31001	9	7	8	10	0.117647058824	0.731857331097
gene_id_31000	6	10	8	10	-0.0714285714286	0.738453353968
gene_id_87857	7	9	7	11	0.05	1.0
gene_id_64998	0	16	0	18	NA	1.0
gene_id_21252	10	6	11	7	0.014652014652	1.0
gene_id_40259	9	7	10	8	0.00701754385965	1.0
gene_id_25860	7	9	17	1	-0.608333333333	0.00196514645903
gene_id_64991	0	16	1	17	-0.484848484848	1.0
gene_id_13502	1	15	0	18	0.545454545455	0.470588235294
gene_id_39025	1	15	1	17	0.03125	1.0
gene_id_64992	1	15	3	15	-0.25	0.604105571848
gene_id_39022	3	13	1	17	0.316666666667	0.322580645161
gene_id_10172	1	15	2	16	-0.150537634409	1.0
gene_id_40253	6	10	16	2	-0.560606060606	0.00334348954555
gene_id_40783	0	16	5	13	-0.551724137931	0.0464895635674
gene_id_24045	13	3	17	1	-0.316666666667	0.322580645161
gene_id_15981	4	12	2	16	0.238095238095	0.387197896653
gene_id_10025	4	12	1	17	0.386206896552	0.1642228739
gene_id_4279	1	15	2	16	-0.150537634409	1.0
gene_id_11312	2	14	7	11	-0.337777777778	0.125088482152
gene_id_26989	4	12	5	13	-0.0355555555556	1.0
gene_id_62341	8	8	14	4	-0.30303030303	0.151414615273
gene_id_15989	12	4	10	8	0.212121212121	0.296648449969
gene_id_11311	3	13	8	10	-0.292490118577	0.151946607341
gene_id_14219	5	11	8	10	-0.139194139194	0.496522706389
gene_id_68462	4	12	10	8	-0.314285714286	0.0920894391514
gene_id_68915	0	16	0	18	NA	1.0
gene_id_37762	4	12	10	8	-0.314285714286	0.0920894391514
gene_id_11317	1	15	0	18	0.545454545455	0.470588235294
gene_id_19360	16	0	18	0	NA	1.0
gene_id_19365	15	1	16	2	0.150537634409	1.0
gene_id_66597	3	13	5	13	-0.125	0.693261873462
gene_id_31426	2	14	2	16	0.0333333333333	1.0
gene_id_9376	7	9	15	3	-0.431818181818	0.0299430929696
gene_id_70796	1	15	6	12	-0.412698412698	0.0900495500051
gene_id_66592	8	8	5	13	0.234432234432	0.290554722639
gene_id_91791	16	0	18	0	NA	1.0
gene_id_26408	14	2	16	2	-0.0333333333333	1.0
gene_id_53074	0	16	2	16	-0.5	0.486631016043
gene_id_20637	16	0	17	1	0.484848484848	1.0
gene_id_86855	2	14	2	16	0.0333333333333	1.0
gene_id_17941	2	14	4	14	-0.166666666667	0.660228536758
gene_id_37436	2	14	2	16	0.0333333333333	1.0
gene_id_37763	3	13	13	5	-0.534722222222	0.00256542511273
gene_id_3963	6	10	3	15	0.266666666667	0.249671352007
gene_id_10351	15	1	16	2	0.150537634409	1.0
gene_id_3041	11	5	12	6	0.0237154150198	1.0
gene_id_15186	13	3	10	8	0.292490118577	0.151946607341
gene_id_15187	15	1	16	2	0.150537634409	1.0
gene_id_45157	0	16	1	17	-0.484848484848	1.0
gene_id_5933	4	12	1	17	0.386206896552	0.1642228739
gene_id_5932	3	13	1	17	0.316666666667	0.322580645161
gene_id_5931	3	13	1	17	0.316666666667	0.322580645161
gene_id_5930	2	14	0	18	0.5625	0.213903743316
gene_id_26672	7	9	8	10	-0.00701754385965	1.0
gene_id_5936	4	12	1	17	0.386206896552	0.1642228739
gene_id_5935	4	12	1	17	0.386206896552	0.1642228739
gene_id_76568	2	14	6	12	-0.288461538462	0.232682778845
gene_id_76567	2	14	8	10	-0.383333333333	0.0629588431591
gene_id_76566	3	13	9	9	-0.340909090909	0.079595686028
gene_id_5939	3	13	0	18	0.58064516129	0.0935828877005
gene_id_5938	4	12	2	16	0.238095238095	0.387197896653
gene_id_26282	4	12	0	18	0.6	0.0392444367776
gene_id_30438	2	14	2	16	0.0333333333333	1.0
gene_id_77219	8	8	13	5	-0.234432234432	0.290554722639
gene_id_70243	7	9	13	5	-0.292857142857	0.162505843852
gene_id_61938	1	15	3	15	-0.25	0.604105571848
gene_id_70530	3	13	6	12	-0.186666666667	0.447871372232
gene_id_6818	10	6	4	14	0.414285714286	0.0348761103319
gene_id_83202	1	15	9	9	-0.525	0.00789766407119
gene_id_86101	5	11	3	15	0.201923076923	0.428995179829
gene_id_78092	13	3	17	1	-0.316666666667	0.322580645161
gene_id_36686	5	11	6	12	-0.0237154150198	1.0
gene_id_78099	11	5	18	0	-0.620689655172	0.0156977747111
gene_id_83200	2	14	10	8	-0.469696969697	0.0129193467782
gene_id_26364	14	2	17	1	-0.215053763441	0.590909090909
gene_id_17541	5	11	1	17	0.440476190476	0.0782182222672
gene_id_3969	4	12	9	9	-0.263736263736	0.171727039706
gene_id_26360	11	5	9	9	0.192857142857	0.315074720704
gene_id_3093	16	0	17	1	0.484848484848	1.0
gene_id_48615	11	5	15	3	-0.201923076923	0.428995179829
gene_id_29068	2	14	0	18	0.5625	0.213903743316
gene_id_23123	4	12	1	17	0.386206896552	0.1642228739
gene_id_62124	4	12	8	10	-0.212121212121	0.296648449969
gene_id_55367	9	7	13	5	-0.174242424242	0.475397784978
gene_id_16638	9	7	13	5	-0.174242424242	0.475397784978
gene_id_70220	1	15	1	17	0.03125	1.0
gene_id_16989	10	6	17	1	-0.486772486772	0.0348366872282
gene_id_67759	7	9	13	5	-0.292857142857	0.162505843852
gene_id_16986	4	12	7	11	-0.158102766798	0.476751946607
gene_id_35942	12	4	12	6	0.1	0.714591970877
gene_id_35943	13	3	12	6	0.186666666667	0.447871372232
gene_id_35944	12	4	15	3	-0.126984126984	0.681464253211
gene_id_16982	4	12	4	14	0.0384615384615	1.0
gene_id_90150	10	6	14	4	-0.183333333333	0.456931944585
gene_id_16636	11	5	10	8	0.139194139194	0.496522706389
gene_id_30845	3	13	12	6	-0.484210526316	0.0070296230184
gene_id_17580	14	2	16	2	-0.0333333333333	1.0
gene_id_17583	12	4	15	3	-0.126984126984	0.681464253211
gene_id_63616	2	14	10	8	-0.469696969697	0.0129193467782
gene_id_18005	7	9	13	5	-0.292857142857	0.162505843852
gene_id_87141	10	6	14	4	-0.183333333333	0.456931944585
gene_id_32625	14	2	12	6	0.288461538462	0.232682778845
gene_id_17873	2	14	6	12	-0.288461538462	0.232682778845
gene_id_87145	8	8	10	8	-0.0555555555556	1.0
gene_id_87144	2	14	2	16	0.0333333333333	1.0
gene_id_87147	14	2	10	8	0.383333333333	0.0629588431591
gene_id_15729	7	9	12	6	-0.231578947368	0.299817833019
gene_id_3896	16	0	18	0	NA	1.0
gene_id_87148	13	3	5	13	0.534722222222	0.00256542511273
gene_id_26287	0	16	3	15	-0.516129032258	0.229946524064
gene_id_3892	1	15	0	18	0.545454545455	0.470588235294
gene_id_3893	12	4	14	4	-0.0384615384615	1.0
gene_id_3890	2	14	0	18	0.5625	0.213903743316
gene_id_11668	3	13	5	13	-0.125	0.693261873462
gene_id_438	16	0	18	0	NA	1.0
gene_id_433	16	0	18	0	NA	1.0
gene_id_430	16	0	16	2	0.5	0.486631016043
gene_id_431	16	0	18	0	NA	1.0
gene_id_23855	16	0	16	2	0.5	0.486631016043
gene_id_437	3	13	9	9	-0.340909090909	0.079595686028
gene_id_434	9	7	13	5	-0.174242424242	0.475397784978
gene_id_23856	14	2	18	0	-0.5625	0.213903743316
gene_id_11409	9	7	13	5	-0.174242424242	0.475397784978
gene_id_20754	1	15	1	17	0.03125	1.0
gene_id_16180	13	3	17	1	-0.316666666667	0.322580645161
gene_id_33223	14	2	16	2	-0.0333333333333	1.0
gene_id_38743	4	12	10	8	-0.314285714286	0.0920894391514
gene_id_10095	3	13	1	17	0.316666666667	0.322580645161
gene_id_16875	2	14	0	18	0.5625	0.213903743316
gene_id_11405	2	14	4	14	-0.166666666667	0.660228536758
gene_id_16188	6	10	12	6	-0.291666666667	0.167926053951
gene_id_17760	14	2	16	2	-0.0333333333333	1.0
gene_id_36001	11	5	9	9	0.192857142857	0.315074720704
gene_id_5029	1	15	2	16	-0.150537634409	1.0
gene_id_26406	1	15	0	18	0.545454545455	0.470588235294
gene_id_17768	9	7	8	10	0.117647058824	0.731857331097
gene_id_17769	16	0	16	2	0.5	0.486631016043
gene_id_4074	0	16	1	17	-0.484848484848	1.0
gene_id_6604	11	5	5	13	0.409722222222	0.0374030148068
gene_id_6605	6	10	4	14	0.183333333333	0.456931944585
gene_id_6358	7	9	2	16	0.417777777778	0.0522803114572
gene_id_6600	14	2	16	2	-0.0333333333333	1.0
gene_id_6601	8	8	6	12	0.171428571429	0.486714707163
gene_id_6602	6	10	3	15	0.266666666667	0.249671352007
gene_id_26770	5	11	6	12	-0.0237154150198	1.0
gene_id_18974	10	6	13	5	-0.110671936759	0.716573971079
gene_id_71110	14	2	17	1	-0.215053763441	0.590909090909
gene_id_6356	14	2	17	1	-0.215053763441	0.590909090909
gene_id_27166	2	14	4	14	-0.166666666667	0.660228536758
gene_id_18972	15	1	18	0	-0.545454545455	0.470588235294
gene_id_18973	12	4	7	11	0.364912280702	0.0454385710371
gene_id_79324	8	8	15	3	-0.379446640316	0.0662958843159
gene_id_79326	5	11	10	8	-0.245614035088	0.18539117538
gene_id_79320	16	0	18	0	NA	1.0
gene_id_79321	15	1	15	3	0.25	0.604105571848
gene_id_79323	0	16	1	17	-0.484848484848	1.0
gene_id_38254	8	8	10	8	-0.0555555555556	1.0
gene_id_33391	11	5	15	3	-0.201923076923	0.428995179829
gene_id_79328	2	14	11	7	-0.512820512821	0.0052006254937
gene_id_79329	5	11	6	12	-0.0237154150198	1.0
gene_id_33394	8	8	10	8	-0.0555555555556	1.0
gene_id_5550	7	9	5	13	0.174242424242	0.475397784978
gene_id_74541	8	8	10	8	-0.0555555555556	1.0
gene_id_65476	4	12	8	10	-0.212121212121	0.296648449969
gene_id_2275	3	13	4	14	-0.0529100529101	1.0
gene_id_2276	3	13	12	6	-0.484210526316	0.0070296230184
gene_id_2279	7	9	11	7	-0.173611111111	0.492106238901
gene_id_78449	16	0	17	1	0.484848484848	1.0
gene_id_72158	0	16	4	14	-0.533333333333	0.10522684147
gene_id_4602	5	11	11	7	-0.298611111111	0.100474550501
gene_id_75486	1	15	3	15	-0.25	0.604105571848
gene_id_4606	7	9	14	4	-0.358974358974	0.0763714916735
gene_id_4607	7	9	16	2	-0.513833992095	0.00919540229885
gene_id_4604	10	6	14	4	-0.183333333333	0.456931944585
gene_id_4605	1	15	1	17	0.03125	1.0
gene_id_3478	1	15	0	18	0.545454545455	0.470588235294
gene_id_4609	5	11	8	10	-0.139194139194	0.496522706389
gene_id_24323	3	13	1	17	0.316666666667	0.322580645161
gene_id_12588	7	9	2	16	0.417777777778	0.0522803114572
gene_id_75480	2	14	4	14	-0.166666666667	0.660228536758
gene_id_69754	6	10	13	5	-0.350877192982	0.082407183505
gene_id_92555	5	11	4	14	0.115555555556	0.702699969663
gene_id_92556	14	2	17	1	-0.215053763441	0.590909090909
gene_id_69757	15	1	17	1	-0.03125	1.0
gene_id_69750	12	4	16	2	-0.238095238095	0.387197896653
gene_id_69751	1	15	1	17	0.03125	1.0
gene_id_69752	12	4	15	3	-0.126984126984	0.681464253211
gene_id_92553	10	6	7	11	0.235294117647	0.302829060852
gene_id_12780	2	14	4	14	-0.166666666667	0.660228536758
gene_id_4528	7	9	10	8	-0.117647058824	0.731857331097
gene_id_79222	11	5	13	5	-0.0416666666667	1.0
gene_id_92558	10	6	10	8	0.0714285714286	0.738453353968
gene_id_92559	5	11	5	13	0.0416666666667	1.0
gene_id_1173	2	14	1	17	0.215053763441	0.590909090909
gene_id_34702	11	5	13	5	-0.0416666666667	1.0
gene_id_74327	7	9	8	10	-0.00701754385965	1.0
gene_id_9365	2	14	2	16	0.0333333333333	1.0
gene_id_74325	1	15	0	18	0.545454545455	0.470588235294
gene_id_62859	4	12	4	14	0.0384615384615	1.0
gene_id_74895	4	12	5	13	-0.0355555555556	1.0
gene_id_4411	4	12	7	11	-0.158102766798	0.476751946607
gene_id_74320	1	15	3	15	-0.25	0.604105571848
gene_id_38359	2	14	7	11	-0.337777777778	0.125088482152
gene_id_27578	4	12	11	7	-0.364912280702	0.0454385710371
gene_id_62857	1	15	4	14	-0.31724137931	0.340175953079
gene_id_22096	8	8	8	10	0.0555555555556	1.0
gene_id_55297	2	14	11	7	-0.512820512821	0.0052006254937
gene_id_27575	8	8	14	4	-0.30303030303	0.151414615273
gene_id_25765	7	9	6	12	0.10989010989	0.725376021667
gene_id_83917	0	16	1	17	-0.484848484848	1.0
gene_id_28245	11	5	14	4	-0.115555555556	0.702699969663
gene_id_31398	8	8	14	4	-0.30303030303	0.151414615273
gene_id_28246	5	11	8	10	-0.139194139194	0.496522706389
gene_id_89589	15	1	18	0	-0.545454545455	0.470588235294
gene_id_87057	1	15	0	18	0.545454545455	0.470588235294
gene_id_31828	10	6	9	9	0.126315789474	0.50960003869
gene_id_24321	3	13	0	18	0.58064516129	0.0935828877005
gene_id_81538	0	16	7	11	-0.592592592593	0.00804220970419
gene_id_46350	9	7	8	10	0.117647058824	0.731857331097
gene_id_86362	1	15	3	15	-0.25	0.604105571848
gene_id_89667	14	2	17	1	-0.215053763441	0.590909090909
gene_id_86360	7	9	6	12	0.10989010989	0.725376021667
gene_id_86361	6	10	15	3	-0.483516483516	0.0122422659638
gene_id_25517	5	11	8	10	-0.139194139194	0.496522706389
gene_id_72495	7	9	9	9	-0.0625	0.744475809633
gene_id_20035	13	3	13	5	0.125	0.693261873462
gene_id_25512	1	15	5	13	-0.369047619048	0.18014966124
gene_id_49511	11	5	15	3	-0.201923076923	0.428995179829
gene_id_88102	2	14	2	16	0.0333333333333	1.0
gene_id_25511	8	8	4	14	0.30303030303	0.151414615273
gene_id_13241	7	9	7	11	0.05	1.0
gene_id_1179	2	14	0	18	0.5625	0.213903743316
gene_id_25518	3	13	8	10	-0.292490118577	0.151946607341
gene_id_25519	6	10	5	13	0.110671936759	0.716573971079
gene_id_21206	1	15	1	17	0.03125	1.0
gene_id_58746	3	13	6	12	-0.186666666667	0.447871372232
gene_id_8297	10	6	11	7	0.014652014652	1.0
gene_id_81845	7	9	13	5	-0.292857142857	0.162505843852
gene_id_81842	15	1	18	0	-0.545454545455	0.470588235294
gene_id_85542	6	10	15	3	-0.483516483516	0.0122422659638
gene_id_21201	9	7	6	12	0.231578947368	0.299817833019
gene_id_47785	7	9	11	7	-0.173611111111	0.492106238901
gene_id_10919	15	1	16	2	0.150537634409	1.0
gene_id_33225	11	5	6	12	0.352941176471	0.0844146687268
gene_id_8298	8	8	7	11	0.112280701754	0.73028002128
gene_id_75660	2	14	7	11	-0.337777777778	0.125088482152
gene_id_22896	14	2	18	0	-0.5625	0.213903743316
gene_id_14324	15	1	18	0	-0.545454545455	0.470588235294
gene_id_22892	9	7	13	5	-0.174242424242	0.475397784978
gene_id_22893	12	4	11	7	0.158102766798	0.476751946607
gene_id_22890	0	16	8	10	-0.615384615385	0.00311893389169
gene_id_71066	14	2	15	3	0.0827586206897	1.0
gene_id_25767	5	11	1	17	0.440476190476	0.0782182222672
gene_id_89580	2	14	2	16	0.0333333333333	1.0
gene_id_3616	4	12	0	18	0.6	0.0392444367776
gene_id_22899	10	6	6	12	0.291666666667	0.167926053951
gene_id_89484	11	5	15	3	-0.201923076923	0.428995179829
gene_id_6225	1	15	0	18	0.545454545455	0.470588235294
gene_id_89482	5	11	2	16	0.306878306878	0.214278491253
gene_id_88936	8	8	10	8	-0.0555555555556	1.0
gene_id_28795	10	6	13	5	-0.110671936759	0.716573971079
gene_id_89481	11	5	14	4	-0.115555555556	0.702699969663
gene_id_12846	2	14	1	17	0.215053763441	0.590909090909
gene_id_28068	5	11	7	11	-0.0833333333333	0.728896841902
gene_id_28799	9	7	11	7	-0.05	1.0
gene_id_28798	7	9	12	6	-0.231578947368	0.299817833019
gene_id_12842	16	0	18	0	NA	1.0
gene_id_12843	1	15	0	18	0.545454545455	0.470588235294
gene_id_12841	3	13	3	15	0.0357142857143	1.0
gene_id_64050	2	14	2	16	0.0333333333333	1.0
gene_id_39251	13	3	11	7	0.241666666667	0.270057639802
gene_id_33892	7	9	13	5	-0.292857142857	0.162505843852
gene_id_60668	9	7	10	8	0.00701754385965	1.0
gene_id_5539	6	10	4	14	0.183333333333	0.456931944585
gene_id_33896	15	1	16	2	0.150537634409	1.0
gene_id_34378	2	14	1	17	0.215053763441	0.590909090909
gene_id_34379	1	15	1	17	0.03125	1.0
gene_id_11281	12	4	16	2	-0.238095238095	0.387197896653
gene_id_13467	15	1	18	0	-0.545454545455	0.470588235294
gene_id_13466	11	5	12	6	0.0237154150198	1.0
gene_id_3386	4	12	10	8	-0.314285714286	0.0920894391514
gene_id_42663	7	9	14	4	-0.358974358974	0.0763714916735
gene_id_92393	4	12	6	12	-0.1	0.714591970877
gene_id_8749	9	7	9	9	0.0625	0.744475809633
gene_id_13469	9	7	4	14	0.358974358974	0.0763714916735
gene_id_64215	4	12	10	8	-0.314285714286	0.0920894391514
gene_id_69191	1	15	3	15	-0.25	0.604105571848
gene_id_75058	11	5	16	2	-0.306878306878	0.214278491253
gene_id_82140	0	16	4	14	-0.533333333333	0.10522684147
gene_id_85861	5	11	12	6	-0.352941176471	0.0844146687268
gene_id_72061	2	14	1	17	0.215053763441	0.590909090909
gene_id_25497	0	16	1	17	-0.484848484848	1.0
gene_id_79911	8	8	8	10	0.0555555555556	1.0
gene_id_88106	3	13	1	17	0.316666666667	0.322580645161
gene_id_79914	7	9	5	13	0.174242424242	0.475397784978
gene_id_36628	8	8	7	11	0.112280701754	0.73028002128
gene_id_36629	16	0	18	0	NA	1.0
gene_id_88537	4	12	1	17	0.386206896552	0.1642228739
gene_id_8605	5	11	3	15	0.201923076923	0.428995179829
gene_id_88530	3	13	1	17	0.316666666667	0.322580645161
gene_id_88533	6	10	1	17	0.486772486772	0.0348366872282
gene_id_88532	6	10	0	18	0.642857142857	0.00595432833868
gene_id_88283	2	14	2	16	0.0333333333333	1.0
gene_id_88282	1	15	0	18	0.545454545455	0.470588235294
gene_id_26742	3	13	2	16	0.151724137931	0.648093841642
gene_id_62903	8	8	16	2	-0.466666666667	0.022914349277
gene_id_62904	5	11	12	6	-0.352941176471	0.0844146687268
gene_id_8608	3	13	1	17	0.316666666667	0.322580645161
gene_id_8609	1	15	2	16	-0.150537634409	1.0
gene_id_30274	16	0	18	0	NA	1.0
gene_id_89061	4	12	5	13	-0.0355555555556	1.0
gene_id_11804	2	14	0	18	0.5625	0.213903743316
gene_id_48176	16	0	18	0	NA	1.0
gene_id_48609	11	5	16	2	-0.306878306878	0.214278491253
gene_id_70416	1	15	2	16	-0.150537634409	1.0
gene_id_44840	14	2	15	3	0.0827586206897	1.0
gene_id_44842	15	1	17	1	-0.03125	1.0
gene_id_38705	0	16	2	16	-0.5	0.486631016043
gene_id_38704	4	12	7	11	-0.158102766798	0.476751946607
gene_id_38707	5	11	6	12	-0.0237154150198	1.0
gene_id_38706	15	1	17	1	-0.03125	1.0
gene_id_50567	4	12	9	9	-0.263736263736	0.171727039706
gene_id_38700	9	7	7	11	0.173611111111	0.492106238901
gene_id_84631	15	1	18	0	-0.545454545455	0.470588235294
gene_id_37972	2	14	1	17	0.215053763441	0.590909090909
gene_id_37971	4	12	10	8	-0.314285714286	0.0920894391514
gene_id_38250	5	11	10	8	-0.245614035088	0.18539117538
gene_id_27910	4	12	7	11	-0.158102766798	0.476751946607
gene_id_37976	7	9	11	7	-0.173611111111	0.492106238901
gene_id_38255	8	8	10	8	-0.0555555555556	1.0
gene_id_37974	13	3	16	2	-0.151724137931	0.648093841642
gene_id_34955	1	15	0	18	0.545454545455	0.470588235294
gene_id_41557	9	7	12	6	-0.10989010989	0.725376021667
gene_id_34951	11	5	11	7	0.0833333333333	0.728896841902
gene_id_34953	4	12	4	14	0.0384615384615	1.0
gene_id_56811	0	16	4	14	-0.533333333333	0.10522684147
gene_id_34958	4	12	2	16	0.238095238095	0.387197896653
gene_id_34959	1	15	0	18	0.545454545455	0.470588235294
gene_id_30700	6	10	4	14	0.183333333333	0.456931944585
gene_id_82460	3	13	7	11	-0.241666666667	0.270057639802
gene_id_79649	2	14	5	13	-0.232804232804	0.405399939327
gene_id_23079	14	2	9	9	0.426877470356	0.0295884315907
gene_id_18771	16	0	16	2	0.5	0.486631016043
gene_id_87050	10	6	15	3	-0.266666666667	0.249671352007
gene_id_3665	4	12	8	10	-0.212121212121	0.296648449969
gene_id_7986	12	4	15	3	-0.126984126984	0.681464253211
gene_id_23074	5	11	4	14	0.115555555556	0.702699969663
gene_id_23071	12	4	16	2	-0.238095238095	0.387197896653
gene_id_23070	8	8	4	14	0.30303030303	0.151414615273
gene_id_35023	9	7	7	11	0.173611111111	0.492106238901
gene_id_35022	3	13	3	15	0.0357142857143	1.0
gene_id_67501	2	14	6	12	-0.288461538462	0.232682778845
gene_id_90300	15	1	15	3	0.25	0.604105571848
gene_id_90307	4	12	2	16	0.238095238095	0.387197896653
gene_id_90305	3	13	2	16	0.151724137931	0.648093841642
gene_id_90304	6	10	3	15	0.266666666667	0.249671352007
gene_id_80825	1	15	3	15	-0.25	0.604105571848
gene_id_50744	7	9	10	8	-0.117647058824	0.731857331097
gene_id_80397	1	15	2	16	-0.150537634409	1.0
gene_id_14444	14	2	16	2	-0.0333333333333	1.0
gene_id_14445	10	6	9	9	0.126315789474	0.50960003869
gene_id_14446	7	9	7	11	0.05	1.0
gene_id_14115	2	14	2	16	0.0333333333333	1.0
gene_id_41312	2	14	5	13	-0.232804232804	0.405399939327
gene_id_14113	1	15	2	16	-0.150537634409	1.0
gene_id_14442	15	1	17	1	-0.03125	1.0
